Schema,Table,Column,Action,SQL Statement
escdb-600,audit_qrtz_job_details,JOB_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_job_details MODIFY COLUMN JOB_GROUP varchar(190) COMMENT '作业组';
escdb-600,audit_qrtz_job_details,JOB_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_job_details MODIFY COLUMN JOB_NAME varchar(190) COMMENT '作业名称';
escdb-600,audit_qrtz_job_details,REQUESTS_RECOVERY,ALTER COLUMN,ALTER TABLE audit_qrtz_job_details MODIFY COLUMN REQUESTS_RECOVERY varchar(1) COMMENT '请求恢复';
escdb-600,audit_qrtz_job_details,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_job_details MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_locks,LOCK_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_locks MODIFY COLUMN LOCK_NAME varchar(40) COMMENT '锁名称';
escdb-600,audit_qrtz_locks,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_locks MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_paused_trigger_grps,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_paused_trigger_grps MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_paused_trigger_grps,TRIGGER_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_paused_trigger_grps MODIFY COLUMN TRIGGER_GROUP varchar(190) COMMENT '触发器组';
escdb-600,audit_qrtz_scheduler_state,CHECKIN_INTERVAL,ALTER COLUMN,ALTER TABLE audit_qrtz_scheduler_state MODIFY COLUMN CHECKIN_INTERVAL bigint(13) COMMENT '签入间隔';
escdb-600,audit_qrtz_scheduler_state,INSTANCE_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_scheduler_state MODIFY COLUMN INSTANCE_NAME varchar(190) COMMENT '实例名称';
escdb-600,audit_qrtz_scheduler_state,LAST_CHECKIN_TIME,ALTER COLUMN,ALTER TABLE audit_qrtz_scheduler_state MODIFY COLUMN LAST_CHECKIN_TIME bigint(13) COMMENT '上次签入时间';
escdb-600,audit_qrtz_scheduler_state,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_scheduler_state MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_simple_triggers,REPEAT_COUNT,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN REPEAT_COUNT bigint(7) COMMENT '重复计数';
escdb-600,audit_qrtz_simple_triggers,REPEAT_INTERVAL,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN REPEAT_INTERVAL bigint(12) COMMENT '重复间隔';
escdb-600,audit_qrtz_simple_triggers,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_simple_triggers,TIMES_TRIGGERED,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN TIMES_TRIGGERED bigint(10) COMMENT '触发次数';
escdb-600,audit_qrtz_simple_triggers,TRIGGER_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN TRIGGER_GROUP varchar(190) COMMENT '触发器组';
escdb-600,audit_qrtz_simple_triggers,TRIGGER_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_simple_triggers MODIFY COLUMN TRIGGER_NAME varchar(190) COMMENT '触发器名称';
escdb-600,audit_qrtz_simprop_triggers,BOOL_PROP_1,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN BOOL_PROP_1 varchar(1) COMMENT 'bool道具';
escdb-600,audit_qrtz_simprop_triggers,BOOL_PROP_2,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN BOOL_PROP_2 varchar(1) COMMENT 'bool道具';
escdb-600,audit_qrtz_simprop_triggers,DEC_PROP_1,ALTER COLUMN,"ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN DEC_PROP_1 decimal(13,4) COMMENT 'dec支柱';"
escdb-600,audit_qrtz_simprop_triggers,DEC_PROP_2,ALTER COLUMN,"ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN DEC_PROP_2 decimal(13,4) COMMENT 'dec支柱';"
escdb-600,audit_qrtz_simprop_triggers,INT_PROP_1,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN INT_PROP_1 int(11) COMMENT 'int道具';
escdb-600,audit_qrtz_simprop_triggers,INT_PROP_2,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN INT_PROP_2 int(11) COMMENT 'int道具';
escdb-600,audit_qrtz_simprop_triggers,LONG_PROP_1,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN LONG_PROP_1 bigint(20) COMMENT '长支柱';
escdb-600,audit_qrtz_simprop_triggers,LONG_PROP_2,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN LONG_PROP_2 bigint(20) COMMENT '长支柱';
escdb-600,audit_qrtz_simprop_triggers,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_simprop_triggers,STR_PROP_1,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN STR_PROP_1 varchar(512) COMMENT 'str道具';
escdb-600,audit_qrtz_simprop_triggers,STR_PROP_2,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN STR_PROP_2 varchar(512) COMMENT 'str道具';
escdb-600,audit_qrtz_simprop_triggers,STR_PROP_3,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN STR_PROP_3 varchar(512) COMMENT 'str道具';
escdb-600,audit_qrtz_simprop_triggers,TRIGGER_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN TRIGGER_GROUP varchar(190) COMMENT '触发器组';
escdb-600,audit_qrtz_simprop_triggers,TRIGGER_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_simprop_triggers MODIFY COLUMN TRIGGER_NAME varchar(190) COMMENT '触发器名称';
escdb-600,audit_qrtz_triggers,CALENDAR_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN CALENDAR_NAME varchar(190) COMMENT '日历名称';
escdb-600,audit_qrtz_triggers,DESCRIPTION,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN DESCRIPTION varchar(250) COMMENT '描述';
escdb-600,audit_qrtz_triggers,END_TIME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN END_TIME bigint(13) COMMENT '结束时间';
escdb-600,audit_qrtz_triggers,JOB_DATA,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN JOB_DATA blob COMMENT '作业数据';
escdb-600,audit_qrtz_triggers,JOB_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN JOB_GROUP varchar(190) COMMENT '作业组';
escdb-600,audit_qrtz_triggers,JOB_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN JOB_NAME varchar(190) COMMENT '作业名称';
escdb-600,audit_qrtz_triggers,MISFIRE_INSTR,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN MISFIRE_INSTR smallint(2) COMMENT '失火指示器';
escdb-600,audit_qrtz_triggers,NEXT_FIRE_TIME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN NEXT_FIRE_TIME bigint(13) COMMENT '下次开火时间';
escdb-600,audit_qrtz_triggers,PREV_FIRE_TIME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN PREV_FIRE_TIME bigint(13) COMMENT '前火灾时间';
escdb-600,audit_qrtz_triggers,PRIORITY,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN PRIORITY int(11) COMMENT '优先事项';
escdb-600,audit_qrtz_triggers,SCHED_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN SCHED_NAME varchar(120) COMMENT 'sched名称';
escdb-600,audit_qrtz_triggers,START_TIME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN START_TIME bigint(13) COMMENT '开始时间';
escdb-600,audit_qrtz_triggers,TRIGGER_GROUP,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN TRIGGER_GROUP varchar(190) COMMENT '触发器组';
escdb-600,audit_qrtz_triggers,TRIGGER_NAME,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN TRIGGER_NAME varchar(190) COMMENT '触发器名称';
escdb-600,audit_qrtz_triggers,TRIGGER_STATE,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN TRIGGER_STATE varchar(16) COMMENT '触发状态';
escdb-600,audit_qrtz_triggers,TRIGGER_TYPE,ALTER COLUMN,ALTER TABLE audit_qrtz_triggers MODIFY COLUMN TRIGGER_TYPE varchar(8) COMMENT '触发器类型';
escdb-600,audit_report_datasource,id,ALTER COLUMN,ALTER TABLE audit_report_datasource MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,audit_report_param,id,ALTER COLUMN,ALTER TABLE audit_report_param MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,audit_schema_config,id,ALTER COLUMN,ALTER TABLE audit_schema_config MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,audit_self_bind_settings,action,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN action varchar(255) COMMENT '行动';
escdb-600,audit_self_bind_settings,app_version,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,audit_self_bind_settings,c_ip,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,audit_self_bind_settings,geo_city,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,audit_self_bind_settings,geo_country_long,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,audit_self_bind_settings,geo_latitude,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,audit_self_bind_settings,geo_longitude,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,audit_self_bind_settings,geo_region,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,audit_self_bind_settings,http_req,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,audit_self_bind_settings,log_id,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,audit_self_bind_settings,module,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,audit_self_bind_settings,operator,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN operator varchar(255) COMMENT '操作人员';
escdb-600,audit_self_bind_settings,receiver,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN receiver varchar(255) COMMENT '接受者';
escdb-600,audit_self_bind_settings,rel_obj_name,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,audit_self_bind_settings,retrieve_type,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN retrieve_type varchar(255) COMMENT '检索类型';
escdb-600,audit_self_bind_settings,s_ip,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,audit_self_bind_settings,tag,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,audit_self_bind_settings,time,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,audit_self_bind_settings,uid,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN uid varchar(255) COMMENT 'uid';
escdb-600,audit_self_bind_settings,user_id,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN user_id varchar(255) COMMENT '用户id';
escdb-600,audit_self_bind_settings,user_name,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN user_name varchar(255) COMMENT '用户名';
escdb-600,audit_self_bind_settings,user_uid,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN user_uid varchar(255) COMMENT '用户uid';
escdb-600,audit_self_bind_settings,verify_result,ALTER COLUMN,ALTER TABLE audit_self_bind_settings MODIFY COLUMN verify_result varchar(255) COMMENT '验证结果';
escdb-600,audit_self_pwd_mgmt,action,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN action varchar(255) COMMENT '行动';
escdb-600,audit_self_pwd_mgmt,app_version,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,audit_self_pwd_mgmt,c_ip,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,audit_self_pwd_mgmt,geo_city,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,audit_self_pwd_mgmt,geo_country_long,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,audit_self_pwd_mgmt,geo_latitude,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,audit_self_pwd_mgmt,geo_longitude,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,audit_self_pwd_mgmt,geo_region,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,audit_self_pwd_mgmt,http_req,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,audit_self_pwd_mgmt,log_id,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,audit_self_pwd_mgmt,module,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,audit_self_pwd_mgmt,operator,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN operator varchar(255) COMMENT '操作人员';
escdb-600,audit_self_pwd_mgmt,rel_obj_name,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,audit_self_pwd_mgmt,remark,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN remark varchar(255) COMMENT '评论';
escdb-600,audit_self_pwd_mgmt,remark_en,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN remark_en longtext COMMENT '备注en';
escdb-600,audit_self_pwd_mgmt,remark_zh,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN remark_zh longtext COMMENT '备注zh';
escdb-600,audit_self_pwd_mgmt,s_ip,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,audit_self_pwd_mgmt,tag,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,audit_self_pwd_mgmt,time,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,audit_self_pwd_mgmt,uid,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN uid varchar(255) COMMENT 'uid';
escdb-600,audit_self_pwd_mgmt,user_id,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN user_id bigint(20) COMMENT '用户id';
escdb-600,audit_self_pwd_mgmt,user_name,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN user_name varchar(255) COMMENT '用户名';
escdb-600,audit_self_pwd_mgmt,user_uid,ALTER COLUMN,ALTER TABLE audit_self_pwd_mgmt MODIFY COLUMN user_uid varchar(255) COMMENT '用户uid';
escdb-600,audit_self_pwd_retrieve_code,app_version,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,audit_self_pwd_retrieve_code,c_ip,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,audit_self_pwd_retrieve_code,geo_city,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,audit_self_pwd_retrieve_code,geo_country_long,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,audit_self_pwd_retrieve_code,geo_latitude,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,audit_self_pwd_retrieve_code,geo_longitude,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,audit_self_pwd_retrieve_code,geo_region,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,audit_self_pwd_retrieve_code,http_req,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,audit_self_pwd_retrieve_code,log_id,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,audit_self_pwd_retrieve_code,module,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,audit_self_pwd_retrieve_code,receiver,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN receiver varchar(255) COMMENT '接受者';
escdb-600,audit_self_pwd_retrieve_code,rel_obj_name,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,audit_self_pwd_retrieve_code,retrieve_type,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN retrieve_type varchar(255) COMMENT '检索类型';
escdb-600,audit_self_pwd_retrieve_code,s_ip,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,audit_self_pwd_retrieve_code,tag,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,audit_self_pwd_retrieve_code,time,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,audit_self_pwd_retrieve_code,uid,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN uid varchar(255) COMMENT 'uid';
escdb-600,audit_self_pwd_retrieve_code,user_id,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN user_id varchar(255) COMMENT '用户id';
escdb-600,audit_self_pwd_retrieve_code,user_name,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN user_name varchar(255) COMMENT '用户名';
escdb-600,audit_self_pwd_retrieve_code,user_uid,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN user_uid varchar(255) COMMENT '用户uid';
escdb-600,audit_self_pwd_retrieve_code,verification_code,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN verification_code varchar(255) COMMENT '验证码';
escdb-600,audit_self_pwd_retrieve_code,verify_result,ALTER COLUMN,ALTER TABLE audit_self_pwd_retrieve_code MODIFY COLUMN verify_result varchar(255) COMMENT '验证结果';
escdb-600,audit_user_type,action,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN action varchar(255) COMMENT '行动';
escdb-600,audit_user_type,app_version,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,audit_user_type,code,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN code varchar(255) COMMENT '密码';
escdb-600,audit_user_type,c_ip,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,audit_user_type,geo_city,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,audit_user_type,geo_country_long,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,audit_user_type,geo_latitude,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,audit_user_type,geo_longitude,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,audit_user_type,geo_region,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,audit_user_type,http_req,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,audit_user_type,log_id,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,audit_user_type,module,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,audit_user_type,name,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN name varchar(255) COMMENT '名称';
escdb-600,audit_user_type,operator,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN operator varchar(255) COMMENT '操作人员';
escdb-600,audit_user_type,rel_obj_name,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,audit_user_type,remark,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN remark longtext COMMENT '评论';
escdb-600,audit_user_type,remark_en,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN remark_en longtext COMMENT '备注en';
escdb-600,audit_user_type,remark_zh,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN remark_zh longtext COMMENT '备注zh';
escdb-600,audit_user_type,s_ip,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,audit_user_type,tag,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,audit_user_type,time,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,audit_user_type,user_type_id,ALTER COLUMN,ALTER TABLE audit_user_type MODIFY COLUMN user_type_id bigint(20) COMMENT '用户类型id';
escdb-600,audit_user,action,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN action varchar(255) COMMENT '行动';
escdb-600,audit_user,app_version,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,audit_user,c_ip,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,audit_user,geo_city,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,audit_user,geo_country_long,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,audit_user,geo_latitude,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,audit_user,geo_longitude,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,audit_user,geo_region,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,audit_user,http_req,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,audit_user,log_id,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,audit_user,module,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,audit_user,operator,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN operator varchar(255) COMMENT '操作人员';
escdb-600,audit_user,rel_obj_name,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,audit_user,remark,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN remark longtext COMMENT '评论';
escdb-600,audit_user,remark_en,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN remark_en longtext COMMENT '备注en';
escdb-600,audit_user,remark_zh,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN remark_zh longtext COMMENT '备注zh';
escdb-600,audit_user,s_ip,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,audit_user,tag,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,audit_user,time,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,audit_user,uid,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN uid varchar(255) COMMENT 'uid';
escdb-600,audit_user,user_id,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN user_id bigint(20) COMMENT '用户id';
escdb-600,audit_user,user_name,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN user_name varchar(255) COMMENT '用户名';
escdb-600,audit_user,user_uid,ALTER COLUMN,ALTER TABLE audit_user MODIFY COLUMN user_uid varchar(255) COMMENT '用户uid';
